,TOPIC,SUBTOPIC,SUBTOPIC_ID,TAXONOMY,TAXONOMY_ID,CLASSIFICATION,CLASSIFICATION_ID,GROUP,GROUP_ID,GROUP_ORDER,SUBGROUP,SUBGROUP_ID,SUBGROUP_ORDER,NESTING_LABEL,NESTING_LABEL_ID,ESTIMATE_TYPE,ESTIMATE_TYPE_ID,TIME_PERIOD,TIME_PERIOD_ID,ESTIMATE,STANDARD_ERROR,ESTIMATE_LCI,ESTIMATE_UCI,FLAG,FOOTNOTE_ID_LIST
11642,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Medicare only excluding Medicare Advantage,69,69,,,"Percent of population, crude",1,2021,,1.0,,0.4,2.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA33,SC_NHISA00"
11643,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Medicare only excluding Medicare Advantage,69,69,,,"Percent of population, crude",1,2022,,2.2,,1.3,3.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA33,SC_NHISA00"
11644,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Medicare only excluding Medicare Advantage,69,69,,,"Percent of population, crude",1,2023,,2.0,,1.2,3.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA33,SC_NHISA00"
11645,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Medicare only excluding Medicare Advantage,69,69,,,"Percent of population, crude",1,2024,,0.8,,0.3,1.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA33,SC_NHISA00"
11646,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Other government coverage,70,70,,,"Percent of population, crude",1,2019,,0.2,,0.0,0.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA33,SC_NHISA00"
11647,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Other government coverage,70,70,,,"Percent of population, crude",1,2020,,0.9,,0.3,2.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA33,SC_NHISA00"
11648,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Other government coverage,70,70,,,"Percent of population, crude",1,2021,,0.8,,0.2,1.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA33,SC_NHISA00"
11649,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Other government coverage,70,70,,,"Percent of population, crude",1,2022,,0.9,,0.3,2.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA33,SC_NHISA00"
11650,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Other government coverage,70,70,,,"Percent of population, crude",1,2023,,0.3,,0.0,1.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA33,SC_NHISA00"
11651,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Other government coverage,70,70,,,"Percent of population, crude",1,2024,,0.6,,0.1,1.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA33,SC_NHISA00"
11652,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Uninsured,71,71,,,"Percent of population, crude",1,2019,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA33,SC_NHISA00"
11653,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Uninsured,71,71,,,"Percent of population, crude",1,2020,,0.0,,,,-,"NA_NHISA13,NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA33,SC_NHISA00"
11654,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Uninsured,71,71,,,"Percent of population, crude",1,2021,,0.0,,,,-,"NA_NHISA13,NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA33,SC_NHISA00"
11655,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Uninsured,71,71,,,"Percent of population, crude",1,2022,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA33,SC_NHISA00"
11656,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Uninsured,71,71,,,"Percent of population, crude",1,2023,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA33,SC_NHISA00"
11657,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: 65 years and older,19,19,Uninsured,71,71,,,"Percent of population, crude",1,2024,,,,,,*,"NA_NHISA14,NT_NHISA00,NT_NHISA999,FN_NHISA09,FN_NHISA33,SC_NHISA00"
11658,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Private,72,72,,,"Percent of population, crude",1,2019,,3.9,,3.6,4.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11659,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Private,72,72,,,"Percent of population, crude",1,2020,,4.2,,3.8,4.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11660,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Private,72,72,,,"Percent of population, crude",1,2021,,4.6,,4.2,5.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11661,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Private,72,72,,,"Percent of population, crude",1,2022,,5.3,,4.9,5.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11662,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Private,72,72,,,"Percent of population, crude",1,2023,,6.3,,5.8,6.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11663,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Private,72,72,,,"Percent of population, crude",1,2024,,6.6,,6.2,7.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11664,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Medicaid or other state programs,73,73,,,"Percent of population, crude",1,2019,,6.0,,5.1,7.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11665,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Medicaid or other state programs,73,73,,,"Percent of population, crude",1,2020,,5.3,,4.3,6.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11666,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Medicaid or other state programs,73,73,,,"Percent of population, crude",1,2021,,4.5,,3.7,5.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11667,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Medicaid or other state programs,73,73,,,"Percent of population, crude",1,2022,,6.5,,5.4,7.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11668,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Medicaid or other state programs,73,73,,,"Percent of population, crude",1,2023,,6.4,,5.4,7.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11669,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Medicaid or other state programs,73,73,,,"Percent of population, crude",1,2024,,6.3,,5.3,7.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11670,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Other government coverage,74,74,,,"Percent of population, crude",1,2019,,5.7,,4.2,7.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11671,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Other government coverage,74,74,,,"Percent of population, crude",1,2020,,5.2,,3.9,6.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11672,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Other government coverage,74,74,,,"Percent of population, crude",1,2021,,4.3,,2.8,6.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11673,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Other government coverage,74,74,,,"Percent of population, crude",1,2022,,6.5,,4.8,8.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11674,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Other government coverage,74,74,,,"Percent of population, crude",1,2023,,7.2,,5.1,9.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11675,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Other government coverage,74,74,,,"Percent of population, crude",1,2024,,5.7,,4.0,7.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11676,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Uninsured,75,75,,,"Percent of population, crude",1,2019,,10.0,,8.7,11.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11677,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Uninsured,75,75,,,"Percent of population, crude",1,2020,,9.5,,8.0,11.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11678,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Uninsured,75,75,,,"Percent of population, crude",1,2021,,9.2,,7.7,10.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11679,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Uninsured,75,75,,,"Percent of population, crude",1,2022,,9.8,,8.3,11.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11680,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Uninsured,75,75,,,"Percent of population, crude",1,2023,,9.6,,8.2,11.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11681,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Health insurance coverage: Younger than 65 years,20,20,Uninsured,75,75,,,"Percent of population, crude",1,2024,,13.6,,11.9,15.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA08,FN_NHISA33,SC_NHISA00"
11682,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Poverty level,21,21,<100% FPL,76,76,,,"Percent of population, crude",1,2019,,6.0,,5.0,7.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA11,FN_NHISA33,SC_NHISA00"
11683,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Poverty level,21,21,<100% FPL,76,76,,,"Percent of population, crude",1,2020,,5.8,,4.6,7.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA11,FN_NHISA33,SC_NHISA00"
11684,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Poverty level,21,21,<100% FPL,76,76,,,"Percent of population, crude",1,2021,,6.4,,5.2,7.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA11,FN_NHISA33,SC_NHISA00"
11685,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Poverty level,21,21,<100% FPL,76,76,,,"Percent of population, crude",1,2022,,6.1,,5.0,7.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA11,FN_NHISA33,SC_NHISA00"
11686,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Poverty level,21,21,<100% FPL,76,76,,,"Percent of population, crude",1,2023,,6.6,,5.5,7.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA11,FN_NHISA33,SC_NHISA00"
11687,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Poverty level,21,21,<100% FPL,76,76,,,"Percent of population, crude",1,2024,,7.0,,5.8,8.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA11,FN_NHISA33,SC_NHISA00"
11688,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Poverty level,21,21,100% to <200% FPL,77,77,,,"Percent of population, crude",1,2019,,6.5,,5.7,7.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA11,FN_NHISA33,SC_NHISA00"
11689,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Poverty level,21,21,100% to <200% FPL,77,77,,,"Percent of population, crude",1,2020,,5.7,,4.8,6.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA11,FN_NHISA33,SC_NHISA00"
11690,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Poverty level,21,21,100% to <200% FPL,77,77,,,"Percent of population, crude",1,2021,,5.0,,4.2,5.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA11,FN_NHISA33,SC_NHISA00"
11691,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Poverty level,21,21,100% to <200% FPL,77,77,,,"Percent of population, crude",1,2022,,6.5,,5.6,7.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA11,FN_NHISA33,SC_NHISA00"
11692,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Poverty level,21,21,100% to <200% FPL,77,77,,,"Percent of population, crude",1,2023,,7.0,,6.0,8.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA11,FN_NHISA33,SC_NHISA00"
11693,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Poverty level,21,21,100% to <200% FPL,77,77,,,"Percent of population, crude",1,2024,,6.8,,5.9,7.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA11,FN_NHISA33,SC_NHISA00"
11694,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Poverty level,21,21,≥200% FPL,78,78,,,"Percent of population, crude",1,2019,,3.5,,3.2,3.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA11,FN_NHISA33,SC_NHISA00"
11695,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Poverty level,21,21,≥200% FPL,78,78,,,"Percent of population, crude",1,2020,,3.7,,3.4,4.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA11,FN_NHISA33,SC_NHISA00"
11696,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Poverty level,21,21,≥200% FPL,78,78,,,"Percent of population, crude",1,2021,,3.7,,3.4,4.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA11,FN_NHISA33,SC_NHISA00"
11697,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Poverty level,21,21,≥200% FPL,78,78,,,"Percent of population, crude",1,2022,,4.5,,4.2,4.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA11,FN_NHISA33,SC_NHISA00"
11698,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Poverty level,21,21,≥200% FPL,78,78,,,"Percent of population, crude",1,2023,,5.0,,4.6,5.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA11,FN_NHISA33,SC_NHISA00"
11699,Did not get needed mental health care due to cost,,,Healthcare access and quality,150,Socioeconomic Characteristic,3,Poverty level,21,21,≥200% FPL,78,78,,,"Percent of population, crude",1,2024,,5.5,,5.1,5.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA11,FN_NHISA33,SC_NHISA00"
11706,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,18-34 years,2,2,,,"Percent of population, crude",1,2019,,11.0,,9.8,12.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11707,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,18-34 years,2,2,,,"Percent of population, crude",1,2020,,9.8,,8.4,11.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11708,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,18-34 years,2,2,,,"Percent of population, crude",1,2021,,8.5,,7.3,9.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11709,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,18-34 years,2,2,,,"Percent of population, crude",1,2022,,8.3,,7.2,9.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11710,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,18-34 years,2,2,,,"Percent of population, crude",1,2023,,9.2,,8.1,10.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11711,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,18-34 years,2,2,,,"Percent of population, crude",1,2024,,10.7,,9.6,11.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11712,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,35-49 years,3,3,,,"Percent of population, crude",1,2019,,13.3,,12.1,14.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11713,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,35-49 years,3,3,,,"Percent of population, crude",1,2020,,10.8,,9.7,12.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11714,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,35-49 years,3,3,,,"Percent of population, crude",1,2021,,8.7,,7.7,9.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11715,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,35-49 years,3,3,,,"Percent of population, crude",1,2022,,8.8,,7.8,9.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11716,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,35-49 years,3,3,,,"Percent of population, crude",1,2023,,9.9,,8.9,11.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11717,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,35-49 years,3,3,,,"Percent of population, crude",1,2024,,9.4,,8.5,10.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11718,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,50-64 years,4,4,,,"Percent of population, crude",1,2019,,10.1,,9.3,11.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11719,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,50-64 years,4,4,,,"Percent of population, crude",1,2020,,9.5,,8.5,10.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11720,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,50-64 years,4,4,,,"Percent of population, crude",1,2021,,7.6,,6.8,8.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11721,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,50-64 years,4,4,,,"Percent of population, crude",1,2022,,7.0,,6.2,7.8,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11722,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,50-64 years,4,4,,,"Percent of population, crude",1,2023,,8.6,,7.7,9.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11723,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,50-64 years,4,4,,,"Percent of population, crude",1,2024,,8.5,,7.7,9.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11724,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,65 years and older,5,5,,,"Percent of population, crude",1,2019,,5.3,,4.7,5.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11725,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,65 years and older,5,5,,,"Percent of population, crude",1,2020,,4.3,,3.8,4.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11726,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,65 years and older,5,5,,,"Percent of population, crude",1,2021,,3.7,,3.2,4.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11727,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,65 years and older,5,5,,,"Percent of population, crude",1,2022,,4.0,,3.5,4.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11728,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,65 years and older,5,5,,,"Percent of population, crude",1,2023,,4.5,,4.0,5.0,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11729,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Age groups with 65 years and older,2,2,65 years and older,5,5,,,"Percent of population, crude",1,2024,,3.9,,3.4,4.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA35,SC_NHISA00"
11754,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,With disability,10,10,,,"Percent of population, crude",1,2019,,16.3,,14.7,18.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA35,SC_NHISA00"
11755,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,With disability,10,10,,,"Percent of population, crude",1,2020,,14.7,,12.8,16.6,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA35,SC_NHISA00"
11756,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,With disability,10,10,,,"Percent of population, crude",1,2021,,13.0,,11.5,14.7,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA35,SC_NHISA00"
11757,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,With disability,10,10,,,"Percent of population, crude",1,2022,,12.7,,11.1,14.3,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA35,SC_NHISA00"
11758,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,With disability,10,10,,,"Percent of population, crude",1,2023,,13.9,,12.4,15.5,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA35,SC_NHISA00"
11759,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,With disability,10,10,,,"Percent of population, crude",1,2024,,13.5,,12.0,15.1,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA35,SC_NHISA00"
11760,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,Without disability,11,11,,,"Percent of population, crude",1,2019,,8.7,,8.2,9.2,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA35,SC_NHISA00"
11761,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,Without disability,11,11,,,"Percent of population, crude",1,2020,,7.4,,6.9,7.9,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA35,SC_NHISA00"
11762,Did not take medication as prescribed to save money,,,Healthcare access and quality,150,Demographic Characteristic,1,Disability status,4,4,Without disability,11,11,,,"Percent of population, crude",1,2021,,5.9,,5.5,6.4,,"NT_NHISA00,NT_NHISA999,FN_NHISA13,FN_NHISA35,SC_NHISA00"
