topic,group,subgroup,year,estimate
Public health insurance coverage at time of interview among adults,Age groups with 65 years and older,35-49 years,2021,18.4
Public health insurance coverage at time of interview among adults,Age groups with 65 years and older,35-49 years,2022,18.8
Public health insurance coverage at time of interview among adults,Age groups with 65 years and older,35-49 years,2023,20.2
Public health insurance coverage at time of interview among adults,Age groups with 65 years and older,50-64 years,2019,23.1
Public health insurance coverage at time of interview among adults,Age groups with 65 years and older,50-64 years,2020,23.4
Public health insurance coverage at time of interview among adults,Age groups with 65 years and older,50-64 years,2021,21.8
Public health insurance coverage at time of interview among adults,Age groups with 65 years and older,50-64 years,2022,23.9
Public health insurance coverage at time of interview among adults,Age groups with 65 years and older,50-64 years,2023,22.8
Public health insurance coverage at time of interview among adults,Age groups with 75 years and older,18-44 years,2019,19.2
Public health insurance coverage at time of interview among adults,Age groups with 75 years and older,18-44 years,2020,19.6
Public health insurance coverage at time of interview among adults,Age groups with 75 years and older,18-44 years,2021,20.2
Public health insurance coverage at time of interview among adults,Age groups with 75 years and older,18-44 years,2022,22.9
Public health insurance coverage at time of interview among adults,Age groups with 75 years and older,18-44 years,2023,23.6
Public health insurance coverage at time of interview among adults,Age groups with 75 years and older,45-64 years,2019,22.0
Public health insurance coverage at time of interview among adults,Age groups with 75 years and older,45-64 years,2020,22.3
Public health insurance coverage at time of interview among adults,Age groups with 75 years and older,45-64 years,2021,20.8
Public health insurance coverage at time of interview among adults,Age groups with 75 years and older,45-64 years,2022,22.2
Public health insurance coverage at time of interview among adults,Age groups with 75 years and older,45-64 years,2023,21.8
Public health insurance coverage at time of interview among adults,Disability status,With disability,2019,58.4
Public health insurance coverage at time of interview among adults,Disability status,With disability,2020,61.1
Public health insurance coverage at time of interview among adults,Disability status,With disability,2021,54.7
Public health insurance coverage at time of interview among adults,Disability status,With disability,2022,58.5
Public health insurance coverage at time of interview among adults,Disability status,With disability,2023,58.9
Public health insurance coverage at time of interview among adults,Disability status,Without disability,2019,17.8
Public health insurance coverage at time of interview among adults,Disability status,Without disability,2020,18.1
Public health insurance coverage at time of interview among adults,Disability status,Without disability,2021,18.3
Public health insurance coverage at time of interview among adults,Disability status,Without disability,2022,20.0
Public health insurance coverage at time of interview among adults,Disability status,Without disability,2023,20.3
Public health insurance coverage at time of interview among adults,Functioning difficulties status,With functioning difficulties,2019,31.9
Public health insurance coverage at time of interview among adults,Functioning difficulties status,With functioning difficulties,2020,32.9
Public health insurance coverage at time of interview among adults,Functioning difficulties status,With functioning difficulties,2021,29.0
Public health insurance coverage at time of interview among adults,Functioning difficulties status,With functioning difficulties,2022,32.1
Public health insurance coverage at time of interview among adults,Functioning difficulties status,With functioning difficulties,2023,32.7
Public health insurance coverage at time of interview among adults,Functioning difficulties status,Without functioning difficulties,2019,14.3
Public health insurance coverage at time of interview among adults,Functioning difficulties status,Without functioning difficulties,2020,14.2
Public health insurance coverage at time of interview among adults,Functioning difficulties status,Without functioning difficulties,2021,15.5
Public health insurance coverage at time of interview among adults,Functioning difficulties status,Without functioning difficulties,2022,16.7
Public health insurance coverage at time of interview among adults,Functioning difficulties status,Without functioning difficulties,2023,16.6
Public health insurance coverage at time of interview among adults,Marital status,Married,2019,14.9
Public health insurance coverage at time of interview among adults,Marital status,Married,2020,15.0
Public health insurance coverage at time of interview among adults,Marital status,Married,2021,14.4
Public health insurance coverage at time of interview among adults,Marital status,Married,2022,16.0
Public health insurance coverage at time of interview among adults,Marital status,Married,2023,16.2
Public health insurance coverage at time of interview among adults,Marital status,Divorced or separated,2019,30.4
Public health insurance coverage at time of interview among adults,Marital status,Divorced or separated,2020,30.9
Public health insurance coverage at time of interview among adults,Marital status,Divorced or separated,2021,29.9
Public health insurance coverage at time of interview among adults,Marital status,Divorced or separated,2022,32.8
Public health insurance coverage at time of interview among adults,Marital status,Divorced or separated,2023,31.2
Public health insurance coverage at time of interview among adults,Marital status,Widowed,2019,39.4
Public health insurance coverage at time of interview among adults,Marital status,Widowed,2020,34.6
Public health insurance coverage at time of interview among adults,Marital status,Widowed,2021,37.4
Public health insurance coverage at time of interview among adults,Marital status,Widowed,2022,41.1
Public health insurance coverage at time of interview among adults,Marital status,Widowed,2023,41.7
Public health insurance coverage at time of interview among adults,Marital status,Living with a partner,2019,22.8
Public health insurance coverage at time of interview among adults,Marital status,Living with a partner,2020,23.5
Public health insurance coverage at time of interview among adults,Marital status,Living with a partner,2021,22.8
Public health insurance coverage at time of interview among adults,Marital status,Living with a partner,2022,23.7
Public health insurance coverage at time of interview among adults,Marital status,Living with a partner,2023,24.7
Public health insurance coverage at time of interview among adults,Marital status,Never married,2019,24.9
Public health insurance coverage at time of interview among adults,Marital status,Never married,2020,25.2
Public health insurance coverage at time of interview among adults,Marital status,Never married,2021,25.8
Public health insurance coverage at time of interview among adults,Marital status,Never married,2022,28.8
Public health insurance coverage at time of interview among adults,Marital status,Never married,2023,29.8
Public health insurance coverage at time of interview among adults,Nativity,U.S.-born,2019,20.9
Public health insurance coverage at time of interview among adults,Nativity,U.S.-born,2020,21.1
Public health insurance coverage at time of interview among adults,Nativity,U.S.-born,2021,21.0
Public health insurance coverage at time of interview among adults,Nativity,U.S.-born,2022,23.1
Public health insurance coverage at time of interview among adults,Nativity,U.S.-born,2023,23.5
Public health insurance coverage at time of interview among adults,Nativity,Foreign-born,2019,18.1
Public health insurance coverage at time of interview among adults,Nativity,Foreign-born,2020,18.5
Public health insurance coverage at time of interview among adults,Nativity,Foreign-born,2021,17.6
Public health insurance coverage at time of interview among adults,Nativity,Foreign-born,2022,19.2
Public health insurance coverage at time of interview among adults,Nativity,Foreign-born,2023,19.7
Public health insurance coverage at time of interview among adults,Race,American Indian and Alaska Native only,2019,28.1
Public health insurance coverage at time of interview among adults,Race,American Indian and Alaska Native only,2020,41.3
Public health insurance coverage at time of interview among adults,Race,American Indian and Alaska Native only,2021,39.8
Public health insurance coverage at time of interview among adults,Race,American Indian and Alaska Native only,2023,34.1
Public health insurance coverage at time of interview among adults,Race,Asian only,2019,15.6
Public health insurance coverage at time of interview among adults,Race,Asian only,2020,16.5
Public health insurance coverage at time of interview among adults,Race,Asian only,2021,15.9
Public health insurance coverage at time of interview among adults,Race,Asian only,2022,18.9
Public health insurance coverage at time of interview among adults,Race,Asian only,2023,16.5
Public health insurance coverage at time of interview among adults,Race,Black only,2019,34.1
Public health insurance coverage at time of interview among adults,Race,Black only,2020,33.9
Public health insurance coverage at time of interview among adults,Race,Black only,2021,31.3
Public health insurance coverage at time of interview among adults,Race,Black only,2022,33.7
Public health insurance coverage at time of interview among adults,Race,Black only,2023,34.2
Public health insurance coverage at time of interview among adults,Race,Native Hawaiian or Other Pacific Islander only,2019,27.7
Public health insurance coverage at time of interview among adults,Race,Native Hawaiian or Other Pacific Islander only,2021,25.9
Public health insurance coverage at time of interview among adults,Race,Native Hawaiian or Other Pacific Islander only,2022,16.1
Public health insurance coverage at time of interview among adults,Race,Native Hawaiian or Other Pacific Islander only,2023,22.7
Public health insurance coverage at time of interview among adults,Race,White only,2019,17.5
Public health insurance coverage at time of interview among adults,Race,White only,2020,17.8
Public health insurance coverage at time of interview among adults,Race,White only,2021,17.7
Public health insurance coverage at time of interview among adults,Race,White only,2022,19.8
Public health insurance coverage at time of interview among adults,Race,White only,2023,20.3
Public health insurance coverage at time of interview among adults,Race,American Indian and Alaska Native and White,2019,32.4
Public health insurance coverage at time of interview among adults,Race,American Indian and Alaska Native and White,2020,28.7
Public health insurance coverage at time of interview among adults,Race,American Indian and Alaska Native and White,2021,37.0
Public health insurance coverage at time of interview among adults,Race,American Indian and Alaska Native and White,2022,37.1
Public health insurance coverage at time of interview among adults,Race,American Indian and Alaska Native and White,2023,30.7
Public health insurance coverage at time of interview among adults,Race,Black and White,2019,21.8
Public health insurance coverage at time of interview among adults,Race,Black and White,2020,31.0
Public health insurance coverage at time of interview among adults,Race,Black and White,2021,28.1
Public health insurance coverage at time of interview among adults,Race,Black and White,2022,44.2
Public health insurance coverage at time of interview among adults,Race,Black and White,2023,22.9
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"All races, Hispanic",2019,21.8
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"All races, Hispanic",2020,22.7
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"All races, Hispanic",2021,22.6
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"All races, Hispanic",2022,23.4
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"All races, Hispanic",2023,26.4
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"All races, Hispanic, Mexican",2019,21.8
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"All races, Hispanic, Mexican",2020,22.0
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"All races, Hispanic, Mexican",2021,22.0
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"All races, Hispanic, Mexican",2022,22.3
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"All races, Hispanic, Mexican",2023,26.4
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"All races, non-Hispanic",2019,20.0
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"All races, non-Hispanic",2020,20.3
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"All races, non-Hispanic",2021,19.9
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"All races, non-Hispanic",2022,22.4
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"All races, non-Hispanic",2023,22.0
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"Black only, non-Hispanic",2019,34.1
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"Black only, non-Hispanic",2020,33.8
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"Black only, non-Hispanic",2021,31.3
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"Black only, non-Hispanic",2022,33.3
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"Black only, non-Hispanic",2023,34.2
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"White only, non-Hispanic",2019,17.2
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"White only, non-Hispanic",2020,17.3
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"White only, non-Hispanic",2021,17.5
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"White only, non-Hispanic",2022,19.7
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"White only, non-Hispanic",2023,19.7
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"Other races, non-Hispanic",2019,19.1
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"Other races, non-Hispanic",2020,21.3
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"Other races, non-Hispanic",2021,20.4
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"Other races, non-Hispanic",2022,24.2
Public health insurance coverage at time of interview among adults,Race and Hispanic origin,"Other races, non-Hispanic",2023,19.9
Public health insurance coverage at time of interview among adults,Sex,Female,2019,22.1
Public health insurance coverage at time of interview among adults,Sex,Female,2020,22.2
Public health insurance coverage at time of interview among adults,Sex,Female,2021,22.8
Public health insurance coverage at time of interview among adults,Sex,Female,2022,25.2
Public health insurance coverage at time of interview among adults,Sex,Female,2023,25.8
Public health insurance coverage at time of interview among adults,Sex,Male,2019,18.5
Public health insurance coverage at time of interview among adults,Sex,Male,2020,19.2
Public health insurance coverage at time of interview among adults,Sex,Male,2021,18.0
Public health insurance coverage at time of interview among adults,Sex,Male,2022,19.9
Public health insurance coverage at time of interview among adults,Sex,Male,2023,19.9
Public health insurance coverage at time of interview among adults,Sexual orientation,Bisexual,2019,26.7
Public health insurance coverage at time of interview among adults,Sexual orientation,Bisexual,2020,30.3
Public health insurance coverage at time of interview among adults,Sexual orientation,Bisexual,2021,26.5
Public health insurance coverage at time of interview among adults,Sexual orientation,Bisexual,2022,30.7
Public health insurance coverage at time of interview among adults,Sexual orientation,Bisexual,2023,28.6
Public health insurance coverage at time of interview among adults,Sexual orientation,Gay or Lesbian,2019,22.7
Public health insurance coverage at time of interview among adults,Sexual orientation,Gay or Lesbian,2020,26.2
Public health insurance coverage at time of interview among adults,Sexual orientation,Gay or Lesbian,2021,20.4
Public health insurance coverage at time of interview among adults,Sexual orientation,Gay or Lesbian,2022,20.2
Public health insurance coverage at time of interview among adults,Sexual orientation,Gay or Lesbian,2023,20.2
Public health insurance coverage at time of interview among adults,Sexual orientation,Straight,2019,20.0
Public health insurance coverage at time of interview among adults,Sexual orientation,Straight,2020,20.1
Public health insurance coverage at time of interview among adults,Sexual orientation,Straight,2021,19.9
Public health insurance coverage at time of interview among adults,Sexual orientation,Straight,2022,21.9
Public health insurance coverage at time of interview among adults,Sexual orientation,Straight,2023,22.5
Public health insurance coverage at time of interview among adults,Veteran status,Veteran,2019,55.3
Public health insurance coverage at time of interview among adults,Veteran status,Veteran,2020,54.1
Public health insurance coverage at time of interview among adults,Veteran status,Veteran,2021,56.8
Public health insurance coverage at time of interview among adults,Veteran status,Veteran,2022,58.5
Public health insurance coverage at time of interview among adults,Veteran status,Veteran,2023,58.4
Public health insurance coverage at time of interview among adults,Veteran status,Non-veteran,2019,18.3
Public health insurance coverage at time of interview among adults,Veteran status,Non-veteran,2020,18.6
Public health insurance coverage at time of interview among adults,Veteran status,Non-veteran,2021,18.5
Public health insurance coverage at time of interview among adults,Veteran status,Non-veteran,2022,20.4
Public health insurance coverage at time of interview among adults,Veteran status,Non-veteran,2023,20.8
Public health insurance coverage at time of interview among adults,Metropolitan statistical area,Large MSA,2019,17.9
Public health insurance coverage at time of interview among adults,Metropolitan statistical area,Large MSA,2020,18.5
Public health insurance coverage at time of interview among adults,Metropolitan statistical area,Large MSA,2021,17.9
Public health insurance coverage at time of interview among adults,Metropolitan statistical area,Large MSA,2022,19.5
Public health insurance coverage at time of interview among adults,Metropolitan statistical area,Large MSA,2023,20.4
Public health insurance coverage at time of interview among adults,Metropolitan statistical area,Small MSA,2019,23.2
Public health insurance coverage at time of interview among adults,Metropolitan statistical area,Small MSA,2020,22.6
Public health insurance coverage at time of interview among adults,Metropolitan statistical area,Small MSA,2021,22.6
Public health insurance coverage at time of interview among adults,Metropolitan statistical area,Small MSA,2022,25.3
Public health insurance coverage at time of interview among adults,Metropolitan statistical area,Small MSA,2023,24.2
Public health insurance coverage at time of interview among adults,Metropolitan statistical area,Non-MSA,2019,24.5
Public health insurance coverage at time of interview among adults,Metropolitan statistical area,Non-MSA,2020,26.3
Public health insurance coverage at time of interview among adults,Metropolitan statistical area,Non-MSA,2021,26.3
Public health insurance coverage at time of interview among adults,Metropolitan statistical area,Non-MSA,2022,30.0
Public health insurance coverage at time of interview among adults,Metropolitan statistical area,Non-MSA,2023,30.8
Public health insurance coverage at time of interview among adults,Region,Northeast,2019,23.8
Public health insurance coverage at time of interview among adults,Region,Northeast,2020,22.8
Public health insurance coverage at time of interview among adults,Region,Northeast,2021,22.0
Public health insurance coverage at time of interview among adults,Region,Northeast,2022,24.4
Public health insurance coverage at time of interview among adults,Region,Northeast,2023,26.2
Public health insurance coverage at time of interview among adults,Region,Midwest,2019,17.8
Public health insurance coverage at time of interview among adults,Region,Midwest,2020,19.4
Public health insurance coverage at time of interview among adults,Region,Midwest,2021,19.4
Public health insurance coverage at time of interview among adults,Region,Midwest,2022,21.4
Public health insurance coverage at time of interview among adults,Region,Midwest,2023,21.7
Public health insurance coverage at time of interview among adults,Region,South,2019,18.7
Public health insurance coverage at time of interview among adults,Region,South,2020,19.8
Public health insurance coverage at time of interview among adults,Region,South,2021,18.9
Public health insurance coverage at time of interview among adults,Region,South,2022,20.8
Public health insurance coverage at time of interview among adults,Region,South,2023,20.8
Public health insurance coverage at time of interview among adults,Region,West,2019,22.7
Public health insurance coverage at time of interview among adults,Region,West,2020,21.9
Public health insurance coverage at time of interview among adults,Region,West,2021,22.5
Public health insurance coverage at time of interview among adults,Region,West,2022,25.1
Public health insurance coverage at time of interview among adults,Region,West,2023,24.8
Public health insurance coverage at time of interview among adults,Social vulnerability,Little to no social vulnerability,2019,15.2
Public health insurance coverage at time of interview among adults,Social vulnerability,Little to no social vulnerability,2020,15.8
Public health insurance coverage at time of interview among adults,Social vulnerability,Little to no social vulnerability,2021,15.2
Public health insurance coverage at time of interview among adults,Social vulnerability,Little to no social vulnerability,2022,17.5
Public health insurance coverage at time of interview among adults,Social vulnerability,Little to no social vulnerability,2023,16.6
Public health insurance coverage at time of interview among adults,Social vulnerability,Low social vulnerability,2019,18.4
Public health insurance coverage at time of interview among adults,Social vulnerability,Low social vulnerability,2020,19.2
Public health insurance coverage at time of interview among adults,Social vulnerability,Low social vulnerability,2021,18.4
Public health insurance coverage at time of interview among adults,Social vulnerability,Low social vulnerability,2022,19.3
Public health insurance coverage at time of interview among adults,Social vulnerability,Low social vulnerability,2023,18.8
Public health insurance coverage at time of interview among adults,Social vulnerability,Medium social vulnerability,2019,20.5
Public health insurance coverage at time of interview among adults,Social vulnerability,Medium social vulnerability,2020,19.9
Public health insurance coverage at time of interview among adults,Social vulnerability,Medium social vulnerability,2021,21.0
Public health insurance coverage at time of interview among adults,Social vulnerability,Medium social vulnerability,2022,23.3
Public health insurance coverage at time of interview among adults,Social vulnerability,Medium social vulnerability,2023,23.2
Public health insurance coverage at time of interview among adults,Social vulnerability,High social vulnerability,2019,26.3
Public health insurance coverage at time of interview among adults,Social vulnerability,High social vulnerability,2020,27.3
Public health insurance coverage at time of interview among adults,Social vulnerability,High social vulnerability,2021,26.3
Public health insurance coverage at time of interview among adults,Social vulnerability,High social vulnerability,2022,26.3
Public health insurance coverage at time of interview among adults,Social vulnerability,High social vulnerability,2023,27.5
Public health insurance coverage at time of interview among adults,Urbanicity,Large central metro,2019,18.7
Public health insurance coverage at time of interview among adults,Urbanicity,Large central metro,2020,19.7
Public health insurance coverage at time of interview among adults,Urbanicity,Large central metro,2021,19.1
Public health insurance coverage at time of interview among adults,Urbanicity,Large central metro,2022,20.3
Public health insurance coverage at time of interview among adults,Urbanicity,Large central metro,2023,22.0
Public health insurance coverage at time of interview among adults,Urbanicity,Large fringe metro,2019,17.0
Public health insurance coverage at time of interview among adults,Urbanicity,Large fringe metro,2020,17.0
Public health insurance coverage at time of interview among adults,Urbanicity,Large fringe metro,2021,16.2
Public health insurance coverage at time of interview among adults,Urbanicity,Large fringe metro,2022,18.5
Public health insurance coverage at time of interview among adults,Urbanicity,Large fringe metro,2023,18.4
Public health insurance coverage at time of interview among adults,Urbanicity,Medium and small metro,2019,23.1
Public health insurance coverage at time of interview among adults,Urbanicity,Medium and small metro,2020,22.6
Public health insurance coverage at time of interview among adults,Urbanicity,Medium and small metro,2021,22.8
Public health insurance coverage at time of interview among adults,Urbanicity,Medium and small metro,2022,25.4
Public health insurance coverage at time of interview among adults,Urbanicity,Medium and small metro,2023,24.3
Public health insurance coverage at time of interview among adults,Urbanicity,Nonmetropolitan,2019,24.5
Public health insurance coverage at time of interview among adults,Urbanicity,Nonmetropolitan,2020,26.3
Public health insurance coverage at time of interview among adults,Urbanicity,Nonmetropolitan,2021,26.3
Public health insurance coverage at time of interview among adults,Urbanicity,Nonmetropolitan,2022,30.0
Public health insurance coverage at time of interview among adults,Urbanicity,Nonmetropolitan,2023,30.9
Public health insurance coverage at time of interview among adults,Education,No high school diploma or GED,2019,35.6
Public health insurance coverage at time of interview among adults,Education,No high school diploma or GED,2020,38.5
Public health insurance coverage at time of interview among adults,Education,No high school diploma or GED,2021,34.2
Public health insurance coverage at time of interview among adults,Education,No high school diploma or GED,2022,38.5
Public health insurance coverage at time of interview among adults,Education,No high school diploma or GED,2023,38.3
Public health insurance coverage at time of interview among adults,Education,High school diploma or GED,2019,25.9
Public health insurance coverage at time of interview among adults,Education,High school diploma or GED,2020,25.8
Public health insurance coverage at time of interview among adults,Education,High school diploma or GED,2021,27.4
Public health insurance coverage at time of interview among adults,Education,High school diploma or GED,2022,28.5
Public health insurance coverage at time of interview among adults,Education,High school diploma or GED,2023,29.8
Public health insurance coverage at time of interview among adults,Education,Some college,2019,21.9
Public health insurance coverage at time of interview among adults,Education,Some college,2020,22.4
Public health insurance coverage at time of interview among adults,Education,Some college,2021,23.8
Public health insurance coverage at time of interview among adults,Education,Some college,2022,24.5
Public health insurance coverage at time of interview among adults,Education,Some college,2023,24.9
Public health insurance coverage at time of interview among adults,Education,College degree or higher,2019,9.3
Public health insurance coverage at time of interview among adults,Education,College degree or higher,2020,8.9
Public health insurance coverage at time of interview among adults,Education,College degree or higher,2021,9.7
Public health insurance coverage at time of interview among adults,Education,College degree or higher,2022,10.2
Public health insurance coverage at time of interview among adults,Education,College degree or higher,2023,10.3
Public health insurance coverage at time of interview among adults,Employment status,Employed,2019,12.8
Public health insurance coverage at time of interview among adults,Employment status,Employed,2020,11.9
Public health insurance coverage at time of interview among adults,Employment status,Employed,2021,12.7
Public health insurance coverage at time of interview among adults,Employment status,Employed,2022,14.6
Public health insurance coverage at time of interview among adults,Employment status,Employed,2023,15.2
Public health insurance coverage at time of interview among adults,Employment status,Employed - Full-time,2019,10.4
Public health insurance coverage at time of interview among adults,Employment status,Employed - Full-time,2020,9.6
Public health insurance coverage at time of interview among adults,Employment status,Employed - Full-time,2021,9.9
Public health insurance coverage at time of interview among adults,Employment status,Employed - Full-time,2022,11.5
Public health insurance coverage at time of interview among adults,Employment status,Employed - Full-time,2023,12.0
Public health insurance coverage at time of interview among adults,Employment status,Employed - Part-time,2019,24.1
Public health insurance coverage at time of interview among adults,Employment status,Employed - Part-time,2020,24.5
Public health insurance coverage at time of interview among adults,Employment status,Employed - Part-time,2021,25.1
Public health insurance coverage at time of interview among adults,Employment status,Employed - Part-time,2022,29.6
Public health insurance coverage at time of interview among adults,Employment status,Employed - Part-time,2023,29.9
Public health insurance coverage at time of interview among adults,Employment status,Not employed,2019,44.9
Public health insurance coverage at time of interview among adults,Employment status,Not employed,2020,44.4
Public health insurance coverage at time of interview among adults,Employment status,Not employed,2021,43.0
Public health insurance coverage at time of interview among adults,Employment status,Not employed,2022,47.1
Public health insurance coverage at time of interview among adults,Employment status,Not employed,2023,47.5
Public health insurance coverage at time of interview among adults,Employment status,Not employed - Has worked previously,2019,44.4
Public health insurance coverage at time of interview among adults,Employment status,Not employed - Has worked previously,2020,44.0
Public health insurance coverage at time of interview among adults,Employment status,Not employed - Has worked previously,2021,42.2
Public health insurance coverage at time of interview among adults,Employment status,Not employed - Has worked previously,2022,46.8
Public health insurance coverage at time of interview among adults,Employment status,Not employed - Has worked previously,2023,46.6
Public health insurance coverage at time of interview among adults,Employment status,Not employed - Has never worked,2019,47.8
Public health insurance coverage at time of interview among adults,Employment status,Not employed - Has never worked,2020,48.7
Public health insurance coverage at time of interview among adults,Employment status,Not employed - Has never worked,2021,48.4
Public health insurance coverage at time of interview among adults,Employment status,Not employed - Has never worked,2022,51.1
Public health insurance coverage at time of interview among adults,Employment status,Not employed - Has never worked,2023,53.2
Public health insurance coverage at time of interview among adults,Health insurance coverage: Younger than 65 years,Private,2019,3.5
Public health insurance coverage at time of interview among adults,Health insurance coverage: Younger than 65 years,Private,2020,3.5
Public health insurance coverage at time of interview among adults,Health insurance coverage: Younger than 65 years,Private,2021,3.3
Public health insurance coverage at time of interview among adults,Health insurance coverage: Younger than 65 years,Private,2022,3.7
Public health insurance coverage at time of interview among adults,Health insurance coverage: Younger than 65 years,Private,2023,3.6
Public health insurance coverage at time of interview among adults,Health insurance coverage: Younger than 65 years,Medicaid or other state programs,2019,100.0
Public health insurance coverage at time of interview among adults,Health insurance coverage: Younger than 65 years,Medicaid or other state programs,2020,100.0
Public health insurance coverage at time of interview among adults,Health insurance coverage: Younger than 65 years,Medicaid or other state programs,2021,100.0
Public health insurance coverage at time of interview among adults,Health insurance coverage: Younger than 65 years,Medicaid or other state programs,2022,100.0
Public health insurance coverage at time of interview among adults,Health insurance coverage: Younger than 65 years,Medicaid or other state programs,2023,100.0
Public health insurance coverage at time of interview among adults,Health insurance coverage: Younger than 65 years,Other government coverage,2019,100.0
Public health insurance coverage at time of interview among adults,Health insurance coverage: Younger than 65 years,Other government coverage,2020,100.0
Public health insurance coverage at time of interview among adults,Health insurance coverage: Younger than 65 years,Other government coverage,2021,100.0
Public health insurance coverage at time of interview among adults,Health insurance coverage: Younger than 65 years,Other government coverage,2022,100.0
Public health insurance coverage at time of interview among adults,Health insurance coverage: Younger than 65 years,Other government coverage,2023,100.0
Public health insurance coverage at time of interview among adults,Poverty level,<100% FPL,2019,52.0
Public health insurance coverage at time of interview among adults,Poverty level,<100% FPL,2020,55.8
Public health insurance coverage at time of interview among adults,Poverty level,<100% FPL,2021,52.9
Public health insurance coverage at time of interview among adults,Poverty level,<100% FPL,2022,57.1
Public health insurance coverage at time of interview among adults,Poverty level,<100% FPL,2023,58.4
Public health insurance coverage at time of interview among adults,Poverty level,100% to <200% FPL,2019,35.0
Public health insurance coverage at time of interview among adults,Poverty level,100% to <200% FPL,2020,38.5
Public health insurance coverage at time of interview among adults,Poverty level,100% to <200% FPL,2021,38.4
Public health insurance coverage at time of interview among adults,Poverty level,100% to <200% FPL,2022,42.4
Public health insurance coverage at time of interview among adults,Poverty level,100% to <200% FPL,2023,42.9
Public health insurance coverage at time of interview among adults,Poverty level,≥200% FPL,2019,11.3
Public health insurance coverage at time of interview among adults,Poverty level,≥200% FPL,2020,11.3
Public health insurance coverage at time of interview among adults,Poverty level,≥200% FPL,2021,11.6
Public health insurance coverage at time of interview among adults,Poverty level,≥200% FPL,2022,13.1
Public health insurance coverage at time of interview among adults,Poverty level,≥200% FPL,2023,13.1
Receipt of influenza vaccination among adults,Total,18 years and older,2019,46.8
Receipt of influenza vaccination among adults,Total,18 years and older,2020,47.9
Receipt of influenza vaccination among adults,Total,18 years and older,2021,48.7
Receipt of influenza vaccination among adults,Total,18 years and older,2022,47.2
Receipt of influenza vaccination among adults,Total,18 years and older,2023,48.0
Receipt of influenza vaccination among adults,Age groups with 65 years and older,18-34 years,2019,36.4
Receipt of influenza vaccination among adults,Age groups with 65 years and older,18-34 years,2020,36.3
Receipt of influenza vaccination among adults,Age groups with 65 years and older,18-34 years,2021,34.5
Receipt of influenza vaccination among adults,Age groups with 65 years and older,18-34 years,2022,32.9
Receipt of influenza vaccination among adults,Age groups with 65 years and older,18-34 years,2023,35.6
Receipt of influenza vaccination among adults,Age groups with 65 years and older,35-49 years,2019,37.9
Receipt of influenza vaccination among adults,Age groups with 65 years and older,35-49 years,2020,39.1
Receipt of influenza vaccination among adults,Age groups with 65 years and older,35-49 years,2021,40.4
Receipt of influenza vaccination among adults,Age groups with 65 years and older,35-49 years,2022,39.6
Receipt of influenza vaccination among adults,Age groups with 65 years and older,35-49 years,2023,39.5
Receipt of influenza vaccination among adults,Age groups with 65 years and older,50-64 years,2019,48.0
Receipt of influenza vaccination among adults,Age groups with 65 years and older,50-64 years,2020,50.3
Receipt of influenza vaccination among adults,Age groups with 65 years and older,50-64 years,2021,52.0
Receipt of influenza vaccination among adults,Age groups with 65 years and older,50-64 years,2022,50.3
Receipt of influenza vaccination among adults,Age groups with 65 years and older,50-64 years,2023,49.6
Receipt of influenza vaccination among adults,Age groups with 65 years and older,65 years and older,2019,70.5
Receipt of influenza vaccination among adults,Age groups with 65 years and older,65 years and older,2020,70.8
Receipt of influenza vaccination among adults,Age groups with 65 years and older,65 years and older,2021,72.8
Receipt of influenza vaccination among adults,Age groups with 65 years and older,65 years and older,2022,70.6
Receipt of influenza vaccination among adults,Age groups with 65 years and older,65 years and older,2023,71.3
Receipt of influenza vaccination among adults,Age groups with 75 years and older,18-44 years,2019,36.8
Receipt of influenza vaccination among adults,Age groups with 75 years and older,18-44 years,2020,37.4
